id_program,id_site,id_organization,program_name,agency_name,site_name,site_address,site_city,site_county,site_province,site_country,site_postalcode,site_latitude,site_longitude,id_cioc,pubcode_cioc,heading_cioc,category,tax_code,tax_name,physical_access,desc_program,desc_agency,email,how_to_apply,eligibilty,fees,funding_source,hours,languages_of_service,website,coverage_cioc,phone_office,phone_tollfree,phone_tty,fax,last_verified_date,record_owner,record_language
60922684,60922683,60922682,Churchill-Gilford United Church,Churchill-Gilford United Church,Churchill-Gilford United Church,6306 Yonge St,Innisfil,Simcoe,ON,Canada,L0L 1K0,44.253253,-79.60148,ALL0402,BAR-CAT; CWD-FOOD; CWD-SIM-OW; CWD-SIMCATEGORY; DISASTER; TAX,Community -- Churches/Religious; Emergency/Free - Food Banks; Food and Water; Food/Meal Programs; Free / Low-Cost Meals; Meeting Space; Spiritual Care / Support,Free / Low Cost Meals;Free / Low-cost meals,BD-5000.4500; PV-6500.1500*YR-1500.9100; PV-6500.1500*YR-1500.9100; TC-1000,Low Cost Meals; Christian Churches*Communauté de l'Église Unie; Christian Churches*United Church Community; Banquet Facilities,,"Churchill Sunday service at 11am with Sunday School and Nursery School
<br>
<br>Faith & Fellowship group, call for dates and information * Church assists in provisions for community food bank and works with other churches to provide for local families at Christmas * periodic clothing drives, contact Church for details
<br> 
<br>Host a community dinner for $5 
<br>
<br>Second location in Gilford at 1477 Gilford Road offering Sunday service at 9:30 am","Churchill Sunday service at 11am with Sunday School and Nursery School
<br>
<br>Faith & Fellowship group, call for dates and information * Church assists in provisions for community food bank and works with other churches to provide for local families at Christmas * periodic clothing drives, contact Church for details
<br> 
<br>Host a community dinner for $5 
<br>
<br>Second location in Gilford at 1477 Gilford Road offering Sunday service at 9:30 am",churchill_gilford@yahoo.ca,Attend or call for information,No restrictions,None,,Call Mon-Sun 24 hours * community dinner held at Churchill location on the third Wed of the month from 5 pm-7 pm,English,,Simcoe - Innisfil - NULL,705-456-1714,,,,Feb 8 2019,,en
60924432,60924431,60924395,Food and Clothing Bank,Scarborough Centre for Healthy Communities,Scarborough - 629 Markham Rd,4100 Lawrence Ave E,Toronto,Toronto,ON,Canada,,43.766532,-79.19473,CEH0447,CEP; DISASTER; TAX,Clothing; Food -- Food Banks; Food and Water; Immediate,Clothing;Food Banks;Food Hampers;Free / Low Cost Meals;Free / Low-cost meals;Test - Food Banks,BD-1800.2000; BD-5000.1470; BM-6500.1500-250,Food Banks; Community Meals; General Clothing Provision,,"Food Bank:  Clients can access the food bank through self-referral. Clients
register during program times and self-select how often they access each month
however, no more than one visit each week. The food bank is open to community
members who self-identify as having a low-income. Documentation is not
required however, clients should be prepared to answer some questions at intake
and may be asked to provide supporting documents. Meals
are available during food bank programs.<br><br>Meals are available during
food bank programs. Call for dates/times.
 <br><br>Clothing Bank: Clients can access the
clothing bank through self-referral. Clients
register through the food bank when it is open. They may attend the clothing
bank once each month. They may access up to five clothing items for each
family member. The clothing bank is open to community members who self-identify
as having a low-income.","Support services for newcomers, those living in
poverty, individuals with several chronic conditions, individuals facing social
isolation and individuals afflicted with mental health and addictions<ul>
<li>community health centre </li><li>diabetes education (nurses, dieticians, social worker, chiropody)
</li><li>health promotion programs 
</li><li>chiropody 
</li><li>sexual assault and domestic violence</li><li>meals on wheels program 
</li><li>active living seniors program
</li><li>adult day centre
</li><li>hospice palliative care </li><li>volunteer services</li></ul><br>Other locations include: 

<br><ul><li>2660 Eglinton Ave E</li><li>4002 Sheppard Ave E, Unit 401</li><li>1333 Neilson Rd, Unit 320</li></ul><BR><BR><B>Services and Programs:</B><UL><LI>Active Living Centre</LI><LI>Adult Day Centre Program</LI><LI>Assisted Living</LI><LI>Beveavement Care Support</LI><LI>Community Diabetes Education Program</LI><LI>Community Health Centre</LI><LI>Community Hospice Volunteer Program</LI><LI>Congregate Dining</LI><LI>Elginton Ave E Site - Community Health Centre</LI><LI>Family Resource Centre</LI><LI>Food and Clothing Bank</LI><LI>Friendly Visiting</LI><LI>Home And Outdoor Maintenance</LI><LI>Home Help, Homemaking and Respite Programs</LI><LI>Homelessness Intervention Program</LI><LI>Hub Community Health Centre (The)</LI><LI>Meals on Wheels</LI><LI>Older Adults, Caregiver and Community Wellness Support Services</LI><LI>Scarborough Furniture Bank</LI><LI>Sexual Assault and Domestic Violence Care Centre</LI><LI>Sheppard Ave E Site</LI><LI>Transportation</LI><LI>Youth Engagement Programs</LI></UL>",ask@schcontario.ca,No referral required. Pre-registration required.,Self-identifying as low income<br /><br />Residency Requirements: Scarborough and area,No fees for food and clothing banks,,"Foodbank: Wed 10am-11am for clients with mobility devices only * 12:30pm-3:30pm * Thu 2pm-4:30pm * Fri 10:30am-1pm <BR> Clothing: Wed 12:30pm-3pm * Fri 10:30am-1pm
Dates: Registration is in the food bank office during operating hours of the food bank",English,www.schcontario.ca,Toronto - Toronto - Scarborough;Toronto - Toronto - Scarborough Central;Toronto - Toronto - Scarborough North;Toronto - Toronto - Scarborough South,416-847-4147,,,,Jan 18 2019,Central East Local Health Integration Network,en
60925302,60925300,60925235,Cambridge Farmers' Market,"Cambridge (City of), Parks Recreation & Culture",Cambridge Farmers' Market,Cambridge Farmers' Market; 40 Dickson St,Cambridge,Waterloo,ON,Canada,N1R 5W8,43.359946,-80.310606,CND0639,,,Free / Low-cost meals,BD-2400.2250,Farmers Markets,,Farmers' Market featuring goods and produce from local farmers and producers.,"Provides recreation facilities, programs and consultation services for Cambridge residents * these services ensure that all residents, regardless of their recreational interests, capabilities, or financial status are able to participate",farmersmarket@cambridge.ca,"No application is required to shop at the Market, it is open to General Public. Applications are required if interested parties want to sell, perform, or speak about their community organization. See website for all applications.",No restrictions,None ; *Vendor fees to rent a spot on the lot,,"Year Round Sat 7 am-1 pm * Seasonal Outdoor Market Wed 8 am-1 pm (Jun-Oct)
Dates: Summer hours Jun-Oct",English,www.cambridgefarmersmarket.ca,Waterloo - Cambridge - NULL,519-740-4681 Ext. 4252,,519 623-6691,519-740-4566,Jan 8 2019,,en
60925306,60925304,60925235,Preston Towne Market,"Cambridge (City of), Parks Recreation & Culture",Preston Towne Market,615 King St E,Cambridge,Waterloo,ON,Canada,N3H 3T5,43.396851,-80.359079,CND0703,,,Free / Low-cost meals,BD-2400.2250,Farmers Markets,,Farmers' market featuring goods and produce from local farmers.,"Provides recreation facilities, programs and consultation services for Cambridge residents * these services ensure that all residents, regardless of their recreational interests, capabilities, or financial status are able to participate",prestontownemarket@gmail.com,No application required,No restrictions,None,,"Thu 9 am- 2  pm
Dates: Jun- Thanksgiving weekend (Oct)",English,www.discoverpreston.ca/,Waterloo - Cambridge - NULL,519-653-5332,,,,Jan 8 2019,,en
60925807,60925806,60925805,Community Centre,Ray of Hope,Ray of Hope,230-659 King St E,Kitchener,Waterloo,ON,Canada,N2G 2M4,43.448314,-80.485141,CND1042,DISASTER,Food and Water,Food banks;Food Hampers;Free / Low Cost Meals;Free / Low-cost meals;Homeless meals;Test - Food Banks,BD-1800.2000; BD-5000.8300; BM-6500.6500-710,Food Banks; Homeless Meals; Public Showers/Baths,,"Provides a hot meal, food hampers, personal hygiene products and both shower and laundry facilities.","Provide life-transforming social services to young people, helping them redirect their life journey and realize the potential God intended for them",,No application required,Age Requirements: Ages: 12 year(s) - 100 year(s);,None,,"Mon-Fri: Drop-in 5 pm-9:30 pm, supper 7 pm-8:30 pm * Sat: Lunch 12 noon-2:30 pm * Sun: Church service 3 pm-4 pm, supper 4:30 pm-6 pm",English,www.rayofhope.net/need-help/community-support/,Waterloo - NULL - NULL,519-578-8018,,,519-578-8784,Aug 7 2018,,en
60926653,60926650,60926621,St Jacobs Farmer's Market and Flea Market,"Woolwich, Township of",St Jacobs Farmer's Market and Flea Market,878 Weber St N,Woolwich,Waterloo,ON,Canada,N2J 4A9,43.512323,-80.556997,CND2945,,,Free / Low-cost meals,BD-2400.2250,Farmers Markets,,Farmer's market and flea market,Township of Woolwich,markets@stjacobs.com,No application required,No restrictions,None - Some fees may apply,,"All year: Thu and Sat 7 am-3:30 pm * Summer: Jun 16-Sep 1, 8 am-3 pm",English,www.stjacobs.com/hours-of-operation,Waterloo - Woolwich - NULL,519-747-1830,,,,Feb 5 2019,,en
60926877,60926876,60926875,Community Dinners,First Presbyterian Church,Collingwood,200 Maple St,Collingwood,Simcoe,ON,Canada,L9Y 2R2,44.498327,-80.220193,CWD0012,BAR-CAT; CWD-BESTSTART; CWD-FOOD; CWD-GBCA-CHILD; CWD-SGBCHARITIES; CWD-SIM-OW; CWD-SIMCATEGORY; TAX,All Local Charities; Emergency/Free - Community Food/Meals; Food -- Meals; Food Assistance - Non Emergency; Food/Meal Programs; Free / Low-Cost Meals; Meals - Group Dining,Free / Low Cost Meals;Free / Low-cost meals,BD-5000.1470,Community Meals,,Offers a free Community Dinner once a month,"Presbyterian Church offering worship service at 9 am and 10:30 am with nursery and programs for children ages 3 to grade 8 during both services.
<br>
<br>Other programs include: 
<br>* Vacation Bible Camp in July
<br>* PA Day Camps for all children from JK - Grade 6 
<br>* Weekly youth groups
<br>* Burn Bush Theatre - free after school drama and dance program
<br>
<br>Responsible for the maintenance of the Collingwood Presbyterian Cemetery located at 8029 Poplar Sideroad",firstchurch@rogers.com,Drop in,No restrictions,None,,"Fourth Tue each month * doors open 5 pm, dinner at 5:30 pm
Dates: Jan-Jun, Aug-Nov",English,www.firstprescollingwood.com,Simcoe - Clearview - NULL;Simcoe - Collingwood - NULL;Grey - The Blue Mountains - NULL,705-445-4651,,,705-445-0849,Feb 5 2019,,en
60927403,60927400,60927356,Union Place [Drop-in Centre],"Canadian Mental Health Association Grey Bruce, Mental Health and Addiction Services",Owen Sound - 1026 1st Ave E,1026 1st Ave E,Owen Sound,Grey,ON,Canada,N4K 2H7,44.567526,-80.944049,GBA1549,CWD-211BRUCEGRECOUNY,Drop-In Centres; Free / Low-Cost Meals,Community Mental Health Centres;Day programs;Free / Low Cost Meals;Free / Low-cost meals;Mental health;Recreation and leisure;Therapy and Counselling,BD-5000.1470; RM-6500.5000,Community Meals; Mental Health Drop In Centres,,"Drop-in centre offers a safe, relaxed and friendly environment for adults with mental health issues to drop in for a visit and participate in social recreational activities.
<br>
<br>Brunch is served on weekdays, except on holidays, for anyone who needs a free hot meal","Mental health centre offers case management, advocacy, public education and a full range of programs and services for individuals with mental health issues. See separate listings for program and location details.
<br>
<br>Also offers Employment Services and Identification Clinic. Partners with Shoreline Employment Services to provide employment opportunities to persons on disability pensions. Contact office for details",dconcordia@cmhagb.org,"Drop-in or call for information * walk in for meal, registration is not required",Adults with mental health issues<br /><br />Age Requirements: Ages: 16 year(s) and up;,None,,"Mon, Tue, Thu, Fri 9:30 am-2:30 pm * Wed 9 am-12 noon * Brunch: Mon-Fri 10 am-11 am
Dates: Year round",English,www.cmhagb.org,Bruce - NULL - NULL;Grey - NULL - NULL,519-371-3642 ext 185,,,519-371-6485,Jan 28 2019,,en
60927670,60927667,60927666,Knox Presbyterian Church,Knox Presbyterian Church,Guelph,20 Quebec St,Guelph,Wellington,ON,Canada,N1H 2T4,43.545804,-80.251186,GCL2193,211CS; TAX,Community -- Churches/Religious; Homelessness,Assistive devices;Children's Programs;Free / Low Cost Meals;Free / Low-cost meals;Funding and government aid,BD-5000.1470; LH-5100*YZ-6700; LH-5100*YZ-6700; PS-9800.1500; PV-6500.1500*YR-1500.6500; PV-6500.1500*YR-1500.6500; PV-7000,Community Meals; Medical Expense Assistance*Prescription Drug Issues; Medical Expense Assistance*Questions relatives à la prescription de médicaments; Faith Based Youth Programs; Christian Churches*Communauté presbytérienne; Christian Churches*Presbyterian Community; Religious Activities,,"Programs include congregational life * youth group * small groups ministry * counselling and spiritual direction<br><br>

Knox supports Chalmers Community Service Centre by collecting monthly food donations, and Royal City Christian Live Centre by giving financial support to free meals and other related programs.<br><br>

<b>CORE</b>: Participates with other congregations in the Guelph Churches Outreach Program (CORE), sharing resources and information to better address community needs and respond to requests for assistance.<br><br> 

<b>Emergency Prescription Program</b>: provides emergency prescription assistance (non-narcotic) paid by invoice to participating pharmacies for eligible recipients. Call or walk in for information. **No cash is dispensed**<br><br>

<b>LOGOS</b>: Children and Family Ministry includes family time, Bible time, worship skills, recreation / play. Dinner provided. JK-Grade 12. Fees apply, visit website or call for information.<br><br> 

<b>Seniors Connect</b>: Lunch provided followed by event / activity of interest to seniors. Everyone welcome - donations accepted towards cost.<br><br>

<b>Book Club</b>: Call, walk in or visit website calendar for information.<br><br>

<b>KAIROS Guelph</b>: Faith-based, social change organization that promotes and attends social justice events.<br><br>

Various gatherings, events and workshops throughout the year.",Congregation of the Presbyterian Church in Canada.,office@knoxguelph.ca,"Call, drop in, or see website for information on programs and activities","Prescription Assistance Program: financial eligibility required
LOGOS: 4-18 years (JK - final year of high school)",Donation ; LOGOS Program - financial assistance may be available for eligible families,,"Worship service Sun 10:30 am * Church School available
Church office Mon-Fri 9 am-1 pm
LOGOS Wed 5 pm-7:30 pm, Sep-Apr
Book Club: last Mon of the month, 7 pm, Sep-Nov, Jan-Jun
Seniors Connect: last Thu of the month 11:30 am-2 pm, Sep-Jun",English,www.knoxguelph.ca,Wellington - Guelph - NULL,519-821-0141,,,,Feb 13 2019,PIN - The People and Information Network,en
60927678,60927677,60927676,St Andrew's Presbyterian Church,St Andrew's Presbyterian Church,Hillsburgh,83 Trafalgar Rd N,Erin,Wellington,ON,Canada,N0B 1Z0,43.78913,-80.142348,GCL2233,211CS; TAX,Community -- Churches/Religious; Food,Children's Programs;Free / Low Cost Meals;Free / Low-cost meals,BD-5000.1470; PV-6500.1500*YR-1500.6500; PV-6500.1500*YR-1500.6500; PV-7000; PS-9800.1500,Community Meals; Christian Churches*Communauté presbytérienne; Christian Churches*Presbyterian Community; Religious Activities; Faith Based Youth Programs,,"Offers regular worship services, youth group, Bible study, Bethany group, choir and bell choir, book club, prayer group, mission and outreach activities.
<br>
<br><b>Young at Heart</b> program offers hot lunch to anyone from the community for a nominal cost ($5).",Congregation of the Presbyterian Church in Canada.,staoffice@bellnet.ca,Call or visit website for information,No restrictions,None,,"Worship service, Children''s Worship Sun 10:30 am, Sep-Jun * Sun 10 am, Jul-Aug  * nursery available

Young at Heart Lunch: usually first Mon of each month 11 am-1 pm",English,pccweb.ca/standrews-hillsburgh,Wellington - Erin - NULL,519-855-6216,,,,Feb 13 2019,PIN - The People and Information Network,en
60928580,60928579,60928578,Hot Meal Program,Kingston Seventh-day Adventist Church,Kingston,66 Wright Cres,Kingston,Frontenac,ON,Canada,K7L 4T9,44.238318,-76.517052,KGN2064,O211-6-EASTERN; TAX,Food; Food -- Meals,Free / Low Cost Meals;Free / Low-cost meals;Homeless meals,BD-5000.8300,Homeless Meals,,Hot meal program * hot vegetarian meal,Hot meal program * hot vegetarian meal,wswillis@kos.net,Drop in,Individuals in need,None,,"Tue 4 pm-5 pm (doors open 3:30 pm), Sep-Dec, Feb-Jun",English,kingston24.adventistchurchconnect.org,Frontenac - Kingston - NULL,Administration 613-548-7765,,,,Jan 24 2019,Community Information Centre of Ottawa,en
60928883,60928882,60928881,Hot Meal Program,Kingston Seventh-day Adventist Church,Kingston,66 Wright Cres,Kingston,Frontenac,ON,Canada,K7L 4T9,44.238318,-76.517052,KGN2064,O211-6-EASTERN; TAX,Food; Food -- Meals,Free / Low Cost Meals;Free / Low-cost meals;Homeless meals,BD-5000.8300,Homeless Meals,,Hot meal program * hot vegetarian meal,Church services * hot meal program (see separate listings).,wswillis@kos.net,Drop in,Individuals in need,None,,"Tue 4 pm-5 pm (doors open 3:30 pm), Sep-Dec, Feb-Jun",English,kingston24.adventistchurchconnect.org,Frontenac - Kingston - NULL,Administration 613-548-7765,,,,Jan 24 2019,Community Information Centre of Ottawa,en
60928887,60928886,60928885,Special Meals,St Andrew's Presbyterian Church,Kingston,130 Clergy St E,Kingston,Frontenac,ON,Canada,K7K 3S3,44.233045,-76.489474,KGN1318,O211-6-EASTERN; TAX,Food; Food -- Meals,Free / Low Cost Meals;Free / Low-cost meals;Homeless meals,BD-5000.8300,Homeless Meals,,Free hot supper every Sunday in Gill Hall (basement) * Kingston Street Mission during the evening: see separate record for more information,Presbyterian church * holds regular worship services,info@StAndrewsKingston.org,Drop in during programs' hours,No restrictions * especially for those who are alone and in need,None,,,English,www.standrewskingston.org,Frontenac - Kingston - NULL,613-546-6316,,,,Feb 12 2019,Community Information Centre of Ottawa,en
60929594,60929593,60929592,Ark Aid Street Mission,Ark Aid Street Mission,Ark Aid Street Mission,696 Dundas St E,London,Middlesex,ON,Canada,N5W 2Z4,42.990046,-81.22848,LON2281,CEP; DISASTER; TAX,Clothing; Community -- Drop Ins; Emergency / Disaster Shelter Services; Food and Water; Immediate; Shelter,Clothing;Free / Low Cost Meals;Free / Low-cost meals;Homeless meals;Homeless Shelters;Homeless Shelters / Drop-Ins;Street outreach,BH-1800.3500; BM-6500.1500-250; BD-5000.8300; PH-6200.4600; PH-8000; PL-7400.1500; TH-2600.1880; TH-2600.1900,Homeless Drop In Centres; General Clothing Provision; Homeless Meals; Life Skills Education; Street Outreach Programs; Computer and Related Technology Classes; Extreme Cold Warming Centres; Extreme Heat Cooling Programs,,"Helps people who need assistance<br><ul><li>personal hygiene and life skills coaching</li><li>social activities and outreach</li><li>counselling - Coaching (individuals, family, marital, career, financial)</li><li>basic academic tutoring</li><li>computer literacy and basic skills</li><li>art and crafts programs</li><li>advocacy</li><li>Overcomers 12-step course<br></li><li>alternate justice measures</li></ul><br>Available as cooling/warming centre during Extreme Weather Alerts issued by the Middlesex-London Health Unit<br><br><b>Coffee and Snacks</b> - Mon-Fri 1:30pm-3:30pm<br><br><b>Arkware Clothing Outlet</b> - Low cost clothing (token donation) * open Tue, Wed and Thu 1:30pm-3:30pm","Helps people who need assistance<br><ul><li>personal hygiene and life skills coaching</li><li>social activities and outreach</li><li>counselling - Coaching (individuals, family, marital, career, financial)</li><li>basic academic tutoring</li><li>computer literacy and basic skills</li><li>art and crafts programs</li><li>advocacy</li><li>Overcomers 12-step course<br></li><li>alternate justice measures</li></ul><br>Available as cooling/warming centre during Extreme Weather Alerts issued by the Middlesex-London Health Unit<br><br><b>Coffee and Snacks</b> - Mon-Fri 1:30pm-3:30pm<br><br><b>Arkware Clothing Outlet</b> - Low cost clothing (token donation) * open Tue, Wed and Thu 1:30pm-3:30pm",info@arkaidmission.com,Call or drop in * no referral required,People and families in need including people who are homeless<br /><br />Residency Requirements: London and area,Free,,"Mon-Fri 9am-9pm * Sat 6:45pm-9pm
Meetings: For specific meal times, visit <a href=""http://www.informationlondon.ca/31/Meal_Calendar_Food_Bank_List/"" target=""_blank"">Information London''s Meal and Food Bank Calendar</a>",English,www.arkaidmission.com/about-us-2,Middlesex - London - NULL,519-667-0322,,,226-289-3045,Jun 11 2018,thehealthline.ca Information Network,en
60929858,60929857,60929847,"Emergency Services Vehicle - Hospitality Meal, Salvation Army London Citadel",Salvation Army,London Citadel,555 Springbank Dr,London,Middlesex,ON,Canada,N6J 1H3,42.9644,-81.292,LON1295,CEP; TAX,Food -- Meals; Immediate,Free / Low Cost Meals;Free / Low-cost meals;Homeless meals,BD-5000.8300,Homeless Meals,,"Weekly street ministry community meal program * operated out of the Emergency Services Vehicle<br><br>Facilitated by London Citadel * supported by London community members, inter-denominational congregations, and Hillcrest Community Church","Addresses a variety of social needs through multiple programs<BR><BR><B>Centre of Hope</B> - Services to help with basic needs including shelter, housing assistance and material aid<BR><BR><B>Correctional and Justice Services London</B> - Education programs for people who have become involved with the criminal justice system<BR><BR><B>London Village</B> - Multi-service centre providing child care, respite care and adult day programs<BR><BR><B>Services and Programs:</B><UL><LI>Salvation Army - Westminster Park Community Church - Hospitality Meal and Food Bank</LI><LI>Salvation Army Hillcrest - Hospitality Meal</LI><LI>Salvation Army London Citadel - Emergency Services Vehicle - Hospitality Meal</LI></UL>",office@londoncitadel.ca,Drop-in,People and families in need<br /><br />Residency Requirements: London,Free,,"Administration: Mon-Fri 8:30am-4pm
Meetings: For specific meal times, visit <a href=""http://www.informationlondon.ca/31/Meal_Calendar_Food_Bank_List/"" target=""_blank"">Information London''s Meal and Food Bank Calendar</a>",English,www.londoncitadel.ca,Middlesex - London - NULL,519-472-2500,,,519-472-2548,Jun 6 2017,thehealthline.ca Information Network,en
60929864,60929863,60929847,"Hospitality Meal, Salvation Army Hillcrest",Salvation Army,Hillcrest,310 Vesta Rd,London,Middlesex,ON,Canada,N5Y 5J1,43.019173,-81.22002,LON4411,CEP; DISASTER; TAX,Food -- Meals; Food and Water; Immediate,Free / Low Cost Meals;Free / Low-cost meals;Homeless meals,BD-5000.8300,Homeless Meals,,Community lunch program for people in need,"Addresses a variety of social needs through multiple programs<BR><BR><B>Centre of Hope</B> - Services to help with basic needs including shelter, housing assistance and material aid<BR><BR><B>Correctional and Justice Services London</B> - Education programs for people who have become involved with the criminal justice system<BR><BR><B>London Village</B> - Multi-service centre providing child care, respite care and adult day programs<BR><BR><B>Services and Programs:</B><UL><LI>Salvation Army - Westminster Park Community Church - Hospitality Meal and Food Bank</LI><LI>Salvation Army Hillcrest - Hospitality Meal</LI><LI>Salvation Army London Citadel - Emergency Services Vehicle - Hospitality Meal</LI></UL>",,Drop in * no referral required,People and families in need<br /><br />Residency Requirements: London and area,Free,,"London and Area Food Bank Satellite Location: Third Wed of every month 11am-3pm
Meetings: For specific meal times, visit <a href=""http://www.informationlondon.ca/31/Meal_Calendar_Food_Bank_List/"" target=""_blank"">Information London''s Meal and Food Bank Calendar</a>",English,,Middlesex - London - NULL,519-659-8568,1-866-685-4600,,519-433-0250,Jun 6 2017,thehealthline.ca Information Network,en
60929877,60929866,60929847,"Community Dinner, Centre of Hope",Salvation Army,Centre of Hope,281 Wellington St,London,Middlesex,ON,Canada,N6B 2L4,42.980834,-81.24344,LON5575,CEP; DISASTER; TAX,Food -- Meals; Food and Water; Immediate,Free / Low Cost Meals;Free / Low-cost meals;Homeless meals,BD-5000.8300,Homeless Meals,,Community dinner program,"Addresses a variety of social needs through multiple programs<BR><BR><B>Centre of Hope</B> - Services to help with basic needs including shelter, housing assistance and material aid<BR><BR><B>Correctional and Justice Services London</B> - Education programs for people who have become involved with the criminal justice system<BR><BR><B>London Village</B> - Multi-service centre providing child care, respite care and adult day programs<BR><BR><B>Services and Programs:</B><UL><LI>Salvation Army - Westminster Park Community Church - Hospitality Meal and Food Bank</LI><LI>Salvation Army Hillcrest - Hospitality Meal</LI><LI>Salvation Army London Citadel - Emergency Services Vehicle - Hospitality Meal</LI></UL>",enquiries@centreofhope.ca,Drop in * no referral required,People and families in need<br /><br />Residency Requirements: London,Free,,"Mon-Fri 8am-3:30pm
Meetings: For specific meal times, visit <a href=""http://www.informationlondon.ca/31/Meal_Calendar_Food_Bank_List/"" target=""_blank"">Information London''s Meal and Food Bank Calendar</a>",English,www.centreofhope.ca,Middlesex - London - NULL,519-661-0343,,,519-432-6375,Oct 4 2018,thehealthline.ca Information Network,en
60929890,60929889,60929847,"Hospitality Meal and Food Bank, Salvation Army - Westminster Park Community Church",Salvation Army,Westminster Park Community Church,1190 Southdale Rd E,London,Middlesex,ON,Canada,N6E 1B2,42.945068,-81.20986,LON4449,DISASTER; TAX,Food -- Food Banks; Food and Water,Food Banks;Food Hampers;Free / Low Cost Meals;Free / Low-cost meals;Homeless meals;Test - Food Banks,BD-1800.2000; BD-5000.8300,Food Banks; Homeless Meals,,"Community meal program with neighbourhood food bank * provides mostly canned and dry goods, three day supply * eligible once per month at one Salvation Army Food Bank in London","Addresses a variety of social needs through multiple programs<BR><BR><B>Centre of Hope</B> - Services to help with basic needs including shelter, housing assistance and material aid<BR><BR><B>Correctional and Justice Services London</B> - Education programs for people who have become involved with the criminal justice system<BR><BR><B>London Village</B> - Multi-service centre providing child care, respite care and adult day programs<BR><BR><B>Services and Programs:</B><UL><LI>Salvation Army - Westminster Park Community Church - Hospitality Meal and Food Bank</LI><LI>Salvation Army Hillcrest - Hospitality Meal</LI><LI>Salvation Army London Citadel - Emergency Services Vehicle - Hospitality Meal</LI></UL>",westminsterparkcc@gmail.com,"Community meals: Drop in <br> Food Bank: Monday - Drop in, no appointment needed * identification for each family member (drug card, birth certificate, etc), proof of income (Ontario Works, pay stubs, etc) and proof of residence required",People and families in need * children ages 12 and under must be accompanied by a parent or guardian age 18 or older<br /><br />Residency Requirements: London (South),Free,,"Administration: Mon-Fri 9am-4pm
Meetings: Food Bank - Mon 9am-3pm (no appointment needed)<br><br>
For specific meal times, visit <a href=""http://www.informationlondon.ca/31/Meal_Calendar_Food_Bank_List/"" target=""_blank"">Information London''s Meal and Food Bank Calendar</a>",English,www.salvationarmy.ca/ong,Middlesex - London - NULL,519-668-0025,,,519-668-0061,Jul 9 2018,thehealthline.ca Information Network,en
